datetime,Accelerometer1RMS,Accelerometer2RMS,Current,Pressure,Temperature,Thermocouple,Voltage,Volume Flow RateRMS,anomaly,changepoint
2020-02-08 18:47:29,0.24304010986384703,0.2948349213139256,3.955158807909107,0.382638,85.6740982626058,29.4542,225.06255952024526,125.691,0.0,0.0
2020-02-08 18:47:30,0.2486818620680985,0.2944043656093727,1.1817608242986295,0.054711,85.58731112678034,29.4521,228.34990949331385,125.311,0.0,0.0
2020-02-08 18:47:31,0.2566164148445317,0.2905780567688024,1.4406031434116708,0.054711,85.29919988518697,29.4462,230.25843622333235,125.0,0.0,0.0
2020-02-08 18:47:32,0.25774441732869,0.2975462846846378,3.641199517147086,-0.2732159999999999,85.29918418557507,29.4428,240.79392445740598,125.691,0.0,0.0
2020-02-08 18:47:33,0.24953835851246156,0.2922722989845022,6.698052577212634,-0.2732159999999999,85.23545464627617,29.4463,232.97481655250638,125.311,0.0,0.0
2020-02-08 18:47:34,0.2520484969146403,0.2995076049871718,6.81040672014038,0.054711,85.76143653982854,29.4368,227.31189454063173,125.0,0.0,0.0
2020-02-08 18:47:35,0.2443745697976067,0.29459263044330125,-3.6156755652546315,0.054711,85.58891006372946,29.4488,237.04986614730248,125.0,0.0,0.0
2020-02-08 18:47:36,0.2585427352521581,0.28735647489733623,2.8394243850789773,0.054711,85.65852801066325,29.4488,241.22672754569302,125.0,0.0,0.0
2020-02-08 18:47:37,0.24548579401101925,0.29519154440731726,1.1067372020812036,0.054711,85.21104672737481,29.4404,213.69486899998904,125.0,0.0,0.0
2020-02-08 18:47:38,0.25771002993119957,0.2901895049231068,10.11994685393026,-0.2732159999999999,85.82895609859385,29.436,242.17528234322538,125.0,0.0,0.0
2020-02-08 18:47:39,0.2526714377619388,0.29533615477046826,5.420258160096637,-0.2732159999999999,85.73947963256265,29.4437,215.5946203184229,125.691,0.0,0.0
2020-02-08 18:47:40,0.2519509417536602,0.2865497110364789,3.4760783870244256,0.382638,85.33585849338891,29.4448,237.1895836468454,124.623,0.0,0.0
2020-02-08 18:47:41,0.2503169129419378,0.2880491577649723,-4.722242354380178,0.054711,85.31599704646838,29.4451,221.35331801154075,124.691,0.0,0.0
2020-02-08 18:47:42,0.24546856995905988,0.29774988211719244,4.913529814397171,0.382638,85.3170251599548,29.4474,216.96006919108578,125.0,0.0,0.0
2020-02-08 18:47:43,0.24453778799885253,0.28879429297361536,-4.686681128410191,0.382638,85.39567761252485,29.4363,226.0835971175137,125.0,0.0,0.0
2020-02-08 18:47:45,0.2452934978856137,0.2974835026087457,-0.36251018696982085,0.054711,85.53920878709907,29.4472,232.1358102659343,125.691,0.0,0.0
2020-02-08 18:47:46,0.24470816037086676,0.2895365559828879,-4.182762924325269,0.054711,85.47879847427272,29.4472,224.33692058980213,125.311,0.0,0.0
2020-02-08 18:47:47,0.25490527240323074,0.2947171533071265,6.612431886569082,0.054711,85.38720747309549,29.4336,214.65857081598304,125.0,0.0,0.0
2020-02-08 18:47:48,0.24752219612585616,0.29544762098644,-2.9364311232828437,0.382638,85.59589927819097,29.4312,230.81638524963415,125.691,0.0,0.0
2020-02-08 18:47:49,0.24249740091934696,0.29286169769953097,0.7116951373093561,0.054711,85.2884440192394,29.4221,239.79954027007003,125.691,0.0,0.0
2020-02-08 18:47:50,0.2581633862334078,0.2899074926130846,10.614229196660292,0.054711,85.38780337119962,29.4143,224.40404086428236,125.311,0.0,0.0
2020-02-08 18:47:51,0.2566966578078413,0.28858719805510447,-2.974478067491662,0.382638,85.43611083477558,29.4221,219.4554649460698,125.0,0.0,0.0
2020-02-08 18:47:52,0.2574525090293367,0.28603035173811964,2.9906174207389866,0.382638,85.49450124907544,29.398000000000003,226.16430397847247,125.0,0.0,0.0
2020-02-08 18:47:53,0.25860701789442014,0.289888054635591,1.2504859582322427,0.382638,85.7087140747797,29.398000000000003,214.47464199231493,125.0,0.0,0.0
2020-02-08 18:47:54,0.24449252634075047,0.2948636336402302,-6.634104183581794,0.382638,85.32761471783063,29.3982,237.37049106238808,125.0,0.0,0.0
2020-02-08 18:47:55,0.24831501542831633,0.2989262914391018,8.591393527033539,0.054711,85.53236009380355,29.4061,237.54405701582314,125.0,0.0,0.0
2020-02-08 18:47:56,0.25453830127965876,0.2979702566304071,-5.633230647846201,0.054711,85.5832470050684,29.3868,230.47654136917993,124.311,0.0,0.0
2020-02-08 18:47:57,0.25346867889540337,0.29647224299640873,2.3311885100735963,0.382638,85.22788267645915,29.3941,223.5111144058238,124.691,0.0,0.0
2020-02-08 18:47:58,0.2441487063247241,0.29679114621071156,4.029845213308468,0.054711,85.59309520263498,29.3814,236.75654801595238,125.0,0.0,0.0
2020-02-08 18:47:59,0.25552844347382525,0.29503207320596103,5.36144101715138,0.054711,85.30864140484805,29.3814,229.48869667024454,125.691,0.0,0.0
2020-02-08 18:48:00,0.2453614795727086,0.28926600047226436,6.544778739462602,0.382638,85.23999005724953,29.3786,237.53194367817414,124.623,0.0,0.0
2020-02-08 18:48:01,0.24535076996630606,0.2984830441818766,-2.0122437761787144,0.382638,85.81527151606598,29.3786,231.76521290324354,124.0,0.0,0.0
2020-02-08 18:48:03,0.25073442579028427,0.2951139613578106,-6.794200038746437,0.054711,85.82617169545892,29.3577,236.30054680578326,125.384,0.0,0.0
2020-02-08 18:48:04,0.25169656056295137,0.2935425432089844,7.229012170778635,0.382638,85.7238287162988,29.3625,230.78975247809348,124.623,0.0,0.0
2020-02-08 18:48:05,0.25147558487134614,0.28713883527121703,3.538041686387284,0.054711,85.39591943639196,29.357,225.32108192316812,124.691,0.0,0.0
2020-02-08 18:48:06,0.24307579671899315,0.2919270507049575,9.44362990047197,0.054711,85.26122253088563,29.3531,241.44654668024955,125.691,0.0,0.0
2020-02-08 18:48:07,0.2565879207711795,0.292116585827487,9.15412348051201,0.382638,85.64301101006707,29.3465,229.0862100424725,126.0,0.0,0.0
2020-02-08 18:48:08,0.24606907531616765,0.2978756385426173,9.58531287681131,0.054711,85.48414066358092,29.3447,230.98328378874567,125.311,0.0,0.0
2020-02-08 18:48:09,0.24372955901955984,0.2933460311560916,2.544242524441145,0.054711,85.27708227199709,29.3447,219.5786692250473,125.0,0.0,0.0
2020-02-08 18:48:10,0.2567819657073168,0.2909773610482545,-0.43283960985797565,0.382638,85.51995567920247,29.3338,231.5929879585122,125.691,0.0,0.0
2020-02-08 18:48:11,0.2579321402161227,0.2994747692812425,8.567809175984662,0.054711,85.22003167385454,29.3341,229.99044461608733,125.311,0.0,0.0
2020-02-08 18:48:12,0.2563243182768957,0.28713500437077805,1.87988993725086,0.054711,85.78951884065778,29.334,218.5215608735443,125.0,0.0,0.0
2020-02-08 18:48:13,0.2554198434894819,0.2915778772610469,-3.384761964860991,0.054711,85.36608653808648,29.3293,214.80747915838984,125.691,0.0,0.0
2020-02-08 18:48:14,0.25276763027326293,0.2861562359665506,9.814252381026312,0.054711,85.62887963674548,29.332,230.96163117440673,125.311,0.0,0.0
2020-02-08 18:48:15,0.250973095397323,0.29609951017635655,10.356454719789076,0.054711,85.40053902483706,29.3388,235.68633736154496,125.0,0.0,0.0
2020-02-08 18:48:16,0.24299843334146684,0.29863808235173656,2.1750236628599455,0.054711,85.5361571328565,29.3388,228.56098195254705,124.311,0.0,0.0
2020-02-08 18:48:17,0.24852494497449318,0.2895474020237132,-5.502449237730094,0.382638,85.5534983961594,29.3352,219.76503815789428,124.0,0.0,0.0
2020-02-08 18:48:18,0.24791009385433485,0.2977869894448746,0.6324206161022228,0.382638,85.31796891965858,29.3306,232.80494287299732,124.691,0.0,0.0
